FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
120310;0800;15,2347;;;
120310;0900;32,634;;;
120310;1000;37,7122;;;
120310;1100;52,1977;;;
120310;1200;73,6759;;;
120310;1300;84,9978;;;
120310;1400;98,4014;;;
120310;1500;89,0774;;;
120310;1600;68,3479;;;
120310;1700;47,2859;;;
120310;1800;40,9589;;;
120310;1900;34,299;;;
120310;2000;33,1335;;;
120310;2100;39,0442;;;
120310;2200;34,965;;;
120310;2300;31,3852;;;
120311;0000;23,3932;;;
120311;0100;14,2357;;;
120311;0200;9,32399;;;
120311;0300;15,318;;;
120311;0400;11,433;;;
120311;0500;9,10199;;;
120311;0600;3,49649;;;
120311;0700;5,994;;;
120311;0800;13,0702;;;
120311;0900;21,1455;;;
120311;1000;34,299;;;
120311;1100;47,619;;;
120311;1200;61,6882;;;
120311;1300;69,1803;;;
120311;1400;79,0874;;;
120311;1500;81,7511;;;
120311;1600;65,6841;;;
120311;1700;48,2017;;;
120311;1800;41,2087;;;
120311;1900;31,4685;;;
120311;2000;15,7342;;;
120311;2100;7,40923;;;
120311;2200;5,91074;;;
120311;2300;6,82648;;;
120312;0000;5,41124;;;
120312;0100;10,0732;;;
120312;0200;4,41225;;;
120312;0300;7,32599;;;
120312;0400;11,877;;;
120312;0500;5,994;;;
120312;0600;2,08125;;;
120312;0700;3,57975;;;
120312;0800;8,90775;;;
120312;0900;12,9037;;;
120312;1000;24,4755;;;
120312;1100;28,2217;;;
120312;1200;40,6259;;;
120312;1300;57,2759;;;
120312;1400;85,9971;;;
120312;1500;72,2609;;;
120312;1600;60,2729;;;
120312;1700;45,5377;;;
120312;1800;26,1405;;;
120312;1900;13,986;;;
120312;2000;5,41124;;;
120312;2100;2,4975;;;
120312;2200;1,998;;;
120312;2300;1,998;;;
120313;0000;2,08125;;;
120313;0100;2,74725;;;
120313;0200;4,49548;;;
120313;0300;6,327;;;
120313;0400;8,103;;;
120313;0500;2,331;;;
120313;0600;1,998;;;
120313;0700;3,24675;;;
120313;0800;8,24173;;;
120313;0900;12,4875;;;
120313;1000;19,1475;;;
120313;1100;33,7994;;;
120313;1200;48,3682;;;
120313;1300;63,9359;;;
120313;1400;78,1714;;;
120313;1500;72,8434;;;
120313;1600;69,5968;;;
120313;1700;64,4353;;;
120313;1800;54,6952;;;
120313;1900;28,7212;;;
120313;2000;12,2377;;;
120313;2100;4,66199;;;
120313;2200;5,91074;;;
120313;2300;15,2347;;;
120314;0000;20,3962;;;
120314;0100;20,313;;;
120314;0200;22,4775;;;
120314;0300;19,0642;;;
120314;0400;17,094;;;
120314;0500;10,434;;;
120314;0600;5,07824;;;
120314;0700;3,74625;;;
120314;0800;13,8195;;;
120314;0900;30,303;;;
120314;1000;42,957;;;
120314;1100;50,8657;;;
120314;1200;64,3522;;;
120314;1300;75,924;;;
120314;1400;93,323;;;
120314;1500;112,054;;;
120314;1600;78,5044;;;
120314;1700;65,7671;;;
120314;1800;45,5377;;;
120314;1900;28,5547;;;
120314;2000;8,32497;;;
120314;2100;2,41425;;;
120314;2200;3,08025;;;
120314;2300;8,49149;;;
120315;0000;15,651;;;
120315;0100;17,8155;;;
120315;0200;19,4805;;;
120315;0300;27,306;;;
120315;0400;21,867;;;
120315;0500;12,432;;;
120315;0600;2,74725;;;
120315;0700;3,24675;;;
120315;0800;9,82349;;;
120315;0900;29,3872;;;
120315;1000;43,2067;;;
120315;1100;57,3592;;;
120315;1200;63,6862;;;
120315;1300;94,9882;;;
120315;1400;117,549;;;
120315;1500;104,562;;;
120315;1600;83,3329;;;
120315;1700;68,1814;;;
120315;1800;48,8677;;;
120315;1900;25,2247;;;
120315;2000;11,655;;;
120315;2100;4,57874;;;
120315;2200;2,1645;;;
120315;2300;2,24775;;;
120316;0000;2,24775;;;
120316;0100;3,99599;;;
120316;0200;9,32399;;;
120316;0300;8,57474;;;
120316;0400;10,487;;;
120316;0500;2,50933;;;
120316;0600;1,882;;;
120316;0700;2,3525;;;
120316;0800;4,70499;;;
120316;0900;8,78264;;;
120316;1000;23,9955;;;
120316;1100;35,8364;;;
120316;1200;46,4225;;;
120316;1300;48,6182;;;
120316;1400;44,6974;;;
120316;1500;50,0298;;;
120316;1600;46,0305;;;
120316;1700;36,15;;;
120316;1800;22,4271;;;
120316;1900;16,3106;;;
120316;2000;11,6841;;;
120316;2100;7,37115;;;
120316;2200;2,11725;;;
120316;2300;2,27408;;;
120317;0000;1,882;;;
120317;0100;2,50933;;;
120317;0200;5,95966;;;
120317;0300;9,56682;;;
120317;0400;12,5466;;;
120317;0500;10,351;;;
120317;0600;7,29274;;;
120317;0700;9,40999;;;
120317;0800;7,44957;;;
120317;0900;11,4488;;;
120317;1000;18,4279;;;
120317;1100;24,466;;;
120317;1200;34,1896;;;
120317;1300;46,501;;;
120317;1400;67,9871;;;
120317;1500;67,3595;;;
120317;1600;56,8521;;;
120317;1700;48,1478;;;
120317;1800;42,8939;;;
120317;1900;21,0941;;;
120317;2000;5,48916;;;
120317;2100;2,03883;;;
120317;2200;1,882;;;
120317;2300;1,96041;;;
120318;0000;3,92083;;;
120318;0100;2,90141;;;
120318;0200;1,882;;;
120318;0300;1,882;;;
120318;0400;1,882;;;
120318;0500;1,882;;;
120318;0600;2,43092;;;
120318;0700;6,11649;;;
120318;0800;13,6445;;;
120318;0900;23,0545;;;
120318;1000;38,032;;;
120318;1100;48,5399;;;
120318;1200;59,8318;;;
120318;1300;67,8302;;;
120318;1400;58,8124;;;
120318;1500;49,7945;;;
120318;1600;42,9723;;;
120318;1700;33,876;;;
120318;1800;21,4861;;;
120318;1900;15,4481;;;
120318;2000;7,68481;;;
120318;2100;2,97983;;;
120318;2200;4,07766;;;
120318;2300;1,882;;;
120319;0000;2,27408;;;
120319;0100;3,37191;;;
120319;0200;5,41074;;;
120319;0300;5,01865;;;
120319;0400;3,55489;;;
120319;0500;2,30022;;;
120319;0600;1,882;;;
120319;0700;2,19566;;;
120319;0800;3,2935;;;
120319;0900;7,13591;;;
120319;1000;14,5071;;;
120319;1100;21,7998;;;
120319;1200;31,4451;;;
120319;1300;38,3456;;;
120319;1400;44,6974;;;
120319;1500;48,6182;;;
120319;1600;38,4241;;;
120319;1700;26,2696;;;
120319;1800;16,6243;;;
120319;1900;13,4092;;;
120319;2000;5,01865;;;
120319;2100;1,882;;;
120319;2200;1,882;;;
120319;2300;1,735;;;
120320;0000;1,882;;;
120320;0100;1,96041;;;
120320;0200;2,03883;;;
120320;0300;2,03883;;;
120320;0400;2,19566;;;
120320;0500;1,882;;;
120320;0600;1,882;;;
120320;0700;2,19566;;;
120320;0800;5,56757;;;
120320;0900;13,3308;;;
120320;1000;16,5459;;;
120320;1100;20,3883;;;
120320;1200;28,7005;;;
120320;1300;42,188;;;
120320;1400;57,4794;;;
120320;1500;55,6758;;;
120320;1600;53,0096;;;
120320;1700;40,9333;;;
120320;1800;24,9365;;;
120320;1900;15,1344;;;
120320;2000;6,43015;;;
120320;2100;2,3525;;;
120320;2200;1,882;;;
120320;2300;1,882;;;
120321;0000;1,882;;;
120321;0100;1,882;;;
120321;0200;2,823;;;
120321;0300;4,86182;;;
120321;0400;5,54144;;;
120321;0500;4,49588;;;
120321;0600;1,882;;;
120321;0700;2,43091;;;
120321;0800;7,99849;;;
120321;0900;15,1344;;;
120321;1000;24,5444;;;
120321;1100;31,5235;;;
120321;1200;44,0701;;;
120321;1300;56,3815;;;
120321;1400;65,8699;;;
120321;1500;64,2229;;;
120321;1600;56,0679;;;
120321;1700;39,7571;;;
120321;1800;27,3674;;;
120321;1900;18,5847;;;
120321;2000;14,6639;;;
120321;2100;4,39133;;;
120321;2200;3,05825;;;
120321;2300;3,2935;;;
120322;0000;5,64599;;;
120322;0100;9,56682;;;
120322;0200;9,33156;;;
120322;0300;9,95891;;;
120322;0400;7,42344;;;
120322;0500;3,03211;;;
120322;0600;1,96041;;;
120322;0700;2,58775;;;
120322;0800;8,70424;;;
120322;0900;16,4675;;;
120322;1000;;;;
120322;1100;;;;
120322;1200;46,8147;;;
120322;1300;59,1261;;;
120322;1400;68,8495;;;
120322;1500;70,5746;;;
120322;1600;70,6532;;;
120322;1700;54,97;;;
120322;1800;32,5428;;;
120322;1900;19,761;;;
120322;2000;5,64599;;;
120322;2100;3,37191;;;
120322;2200;3,84241;;;
120322;2300;2,50933;;;
120323;0000;2,97983;;;
120323;0100;8,23372;;;
120323;0200;9,72365;;;
120323;0300;10,4294;;;
120323;0400;10,1419;;;
120323;0500;4,07766;;;
120323;0600;2,11725;;;
120323;0700;3,764;;;
120323;0800;8,07689;;;
120323;0900;14,5071;;;
120323;1000;23,2113;;;
120323;1100;36,0716;;;
120323;1200;45,2463;;;
120323;1300;59,9886;;;
120323;1400;74,9662;;;
120323;1500;77,7107;;;
120323;1600;65,5562;;;
120323;1700;48,8535;;;
120323;1800;33,6407;;;
120323;1900;16,3106;;;
120323;2000;7,05749;;;
120323;2100;2,03883;;;
120323;2200;1,882;;;
120323;2300;1,882;;;
120324;0000;1,882;;;
120324;0100;1,882;;;
120324;0200;1,96041;;;
120324;0300;2,90141;;;
120324;0400;5,75055;;;
120324;0500;4,18221;;;
120324;0600;2,58775;;;
120324;0700;5,25391;;;
120324;0800;9,33156;;;
120324;0900;25,5638;;;
120324;1000;38,4241;;;
120324;1100;46,0305;;;
120324;1200;59,1261;;;
120324;1300;77,0835;;;
120324;1400;85,3173;;;
120324;1500;79,4358;;;
120324;1600;74,1034;;;
120324;1700;61,4001;;;
120324;1800;44,4622;;;
120324;1900;20,153;;;
120324;2000;8,31215;;;
120324;2100;3,52875;;;
120324;2200;2,3525;;;
120324;2300;3,84241;;;
120325;0000;3,99924;;;
120325;0100;8,07689;;;
120325;0200;6,66541;;;
120325;0300;12,0762;;;
120325;0400;10,8738;;;
120325;0500;9,51453;;;
120325;0600;6,58698;;;
120325;0700;5,17548;;;
120325;0800;13,4092;;;
120325;0900;33,4055;;;
120325;1000;41,5608;;;
120325;1100;46,501;;;
120325;1200;57,6362;;;
120325;1300;67,0459;;;
120325;1400;68,5359;;;
120325;1500;56,9304;;;
120325;1600;51,7549;;;
120325;1700;43,5212;;;
120325;1800;37,0126;;;
120325;1900;20,9372;;;
120325;2000;9,33156;;;
120325;2100;3,764;;;
120325;2200;6,43015;;;
120325;2300;10,1942;;;
120326;0000;13,8797;;;
120326;0100;17,2516;;;
120326;0200;15,8401;;;
120326;0300;15,5265;;;
120326;0400;15,6833;;;
120326;0500;5,01865;;;
120326;0600;1,882;;;
120326;0700;2,43091;;;
120326;0800;7,92007;;;
120326;0900;16,1538;;;
120326;1000;30,3472;;;
120326;1100;34,5817;;;
120326;1200;37,1694;;;
120326;1300;49,0103;;;
120326;1400;53,0096;;;
120326;1500;51,9902;;;
120326;1600;55,4405;;;
120326;1700;40,3061;;;
120326;1800;21,4861;;;
120326;1900;9,0963;;;
120326;2000;1,882;;;
120326;2100;2,11725;;;
120326;2200;2,74458;;;
120326;2300;5,48916;;;
120327;0000;5,48916;;;
120327;0100;10,2726;;;
120327;0200;14,2718;;;
120327;0300;13,4092;;;
120327;0400;12,4421;;;
120327;0500;7,21432;;;
120327;0600;2,27408;;;
120327;0700;2,74458;;;
120327;0800;6,43015;;;
120327;0900;19,9178;;;
120327;1000;30,2688;;;
120327;1100;37,1694;;;
120327;1200;44,0701;;;
120327;1300;59,9103;;;
120327;1400;76,5343;;;
120327;1500;75,1228;;;
120327;1600;56,6168;;;
120327;1700;38,1888;;;
120327;1800;22,3487;;;
120327;1900;6,58698;;;
120327;2000;2,03883;;;
120327;2100;2,66616;;;
120327;2200;3,68558;;;
120327;2300;3,45033;;;
120328;0000;9,64522;;;
120328;0100;14,7423;;;
120328;0200;14,0366;;;
120328;0300;14,5855;;;
120328;0400;14,7423;;;
120328;0500;6,90065;;;
120328;0600;2,11725;;;
120328;0700;2,3525;;;
120328;0800;4,70499;;;
120328;0900;14,5855;;;
120328;1000;16,1538;;;
120328;1100;30,1904;;;
120328;1200;38,4241;;;
120328;1300;54,1074;;;
120328;1400;65,4778;;;
120328;1500;62,8901;;;
120328;1600;56,3031;;;
120328;1700;44,4622;;;
120328;1800;27,289;;;
120328;1900;7,0575;;;
120328;2000;1,882;;;
120328;2100;1,882;;;
120328;2200;1,882;;;
120328;2300;5,80283;;;
120329;0000;11,9977;;;
120329;0100;14,115;;;
120329;0200;12,7035;;;
120329;0300;20,3883;;;
120329;0400;19,0291;;;
120329;0500;9,30544;;;
120329;0600;2,03883;;;
120329;0700;2,58775;;;
120329;0800;6,58698;;;
120329;0900;14,4286;;;
120329;1000;29,6415;;;
120329;1100;46,4225;;;
120329;1200;57,5578;;;
120329;1300;65,8699;;;
120329;1400;82,0237;;;
120329;1500;91,5905;;;
120329;1600;70,5746;;;
120329;1700;54,4211;;;
120329;1800;34,5817;;;
120329;1900;13,7229;;;
120329;2000;2,11725;;;
120329;2100;3,2935;;;
120329;2200;3,99924;;;
120329;2300;12,233;;;
120330;0000;16,7027;;;
120330;0100;18,9768;;;
120330;0200;21,4077;;;
120330;0300;23,0545;;;
120330;0400;20,702;;;
120330;0500;10,4555;;;
120330;0600;2,82299;;;
120330;0700;2,58775;;;
120330;0800;5,56757;;;
120330;0900;23,2897;;;
120330;1000;35,6794;;;
120330;1100;49,324;;;
120330;1200;58,7339;;;
120330;1300;74,5741;;;
120330;1400;92,7666;;;
120330;1500;105,235;;;
120330;1600;77,4756;;;
120330;1700;52,2255;;;
120330;1800;33,4839;;;
120330;1900;11,5272;;;
120330;2000;2,27408;;;
120330;2100;1,882;;;
120330;2200;1,882;;;
120330;2300;2,50933;;;
120331;0000;6,27332;;;
120331;0100;6,03806;;;
120331;0200;11,7625;;;
120331;0300;10,8215;;;
120331;0400;11,6057;;;
120331;0500;18,0881;;;
120331;0600;15,3697;;;
120331;0700;7,92007;;;
120331;0800;7,21432;;;
120331;0900;24,5444;;;
120331;1000;34,0328;;;
120331;1100;47,9125;;;
120331;1200;62,6548;;;
120331;1300;69,4771;;;
120331;1400;80,8473;;;
120331;1500;93,6294;;;
120331;1600;83,2;;;
120331;1700;64,1447;;;
120331;1800;46,8147;;;
120331;1900;18,8984;;;
120331;2000;6,97906;;;
120331;2100;2,11725;;;
120331;2200;4,15607;;;
120331;2300;3,60716;;;
120401;0000;5,25391;;;
120401;0100;8,54741;;;
120401;0200;10,7431;;;
120401;0300;11,6841;;;
120401;0400;19,6564;;;
120401;0500;15,6833;;;
120401;0600;12,9387;;;
120401;0700;12,3898;;;
120401;0800;23,6034;;;
120401;0900;37,2479;;;
120401;1000;46,8931;;;
120401;1100;57,0089;;;
120401;1200;73,8683;;;
120401;1300;94,9624;;;
120401;1400;110,332;;;
120401;1500;83,3567;;;
120401;1600;65,0857;;;
120401;1700;51,7549;;;
120401;1800;35,2875;;;
120401;1900;18,7415;;;
120401;2000;5,01865;;;
120401;2100;2,90141;;;
120401;2200;3,68558;;;
120401;2300;7,0575;;;
120402;0000;12,0762;;;
120402;0100;14,5855;;;
120402;0200;12,7035;;;
120402;0300;15,4481;;;
120402;0400;14,4286;;;
120402;0500;6,27332;;;
120402;0600;2,19566;;;
120402;0700;2,43092;;;
120402;0800;6,03808;;;
120402;0900;12,4682;;;
120402;1000;22,0351;;;
120402;1100;36,699;;;
120402;1200;39,2083;;;
120402;1300;56,852;;;
120402;1400;80,5337;;;
120402;1500;67,5166;;;
120402;1600;63,5174;;;
120402;1700;47,9908;;;
120402;1800;20,9372;;;
120402;1900;5,56757;;;
120402;2000;1,882;;;
120402;2100;1,882;;;
120402;2200;1,882;;;
120402;2300;1,882;;;
120403;0000;2,66616;;;
120403;0100;3,99924;;;
120403;0200;5,56757;;;
120403;0300;5,88123;;;
120403;0400;6,69154;;;
120403;0500;3,764;;;
120403;0600;1,96041;;;
120403;0700;2,27408;;;
120403;0800;4,62656;;;
120403;0900;10,5078;;;
120403;1000;21,4861;;;
120403;1100;39,9402;;;
120403;1200;51,4413;;;
120403;1300;58,0283;;;
120403;1400;61,3218;;;
120403;1500;60,0671;;;
120403;1600;52,9312;;;
120403;1700;30,3472;;;
120403;1800;17,7221;;;
120403;1900;9,17473;;;
120403;2000;3,764;;;
120403;2100;2,43091;;;
120403;2200;2,19566;;;
120403;2300;3,99924;;;
120404;0000;4,07766;;;
120404;0100;9,17473;;;
120404;0200;9,64522;;;
120404;0300;7,84166;;;
120404;0400;8,36443;;;
120404;0500;7,63255;;;
120404;0600;5,25391;;;
120404;0700;5,33233;;;
120404;0800;7,37115;;;
120404;0900;7,60641;;;
120404;1000;12,9387;;;
120404;1100;19,9178;;;
120404;1200;25,7991;;;
120404;1300;29,2494;;;
120404;1400;27,0537;;;
120404;1500;33,5623;;;
120404;1600;35,5226;;;
120404;1700;30,3472;;;
120404;1800;21,3293;;;
120404;1900;6,82224;;;
120404;2000;2,823;;;
120404;2100;1,882;;;
120404;2200;1,882;;;
120404;2300;2,66616;;;
120405;0000;2,74458;;;
120405;0100;2,58775;;;
120405;0200;5,33231;;;
120405;0300;4,94024;;;
120405;0400;4,07766;;;
120405;0500;2,40477;;;
120405;0600;1,882;;;
120405;0700;2,11725;;;
120405;0800;5,01865;;;
120405;0900;10,0373;;;
120405;1000;18,4279;;;
120405;1100;31,994;;;
120405;1200;47,3636;;;
120405;1300;52,147;;;
120405;1400;54,029;;;
120405;1500;47,2852;;;
120405;1600;35,8364;;;
120405;1700;26,8185;;;
120405;1800;11,292;;;
120405;1900;2,50933;;;
120405;2000;1,882;;;
120405;2100;2,19566;;;
120405;2200;3,99924;;;
120405;2300;2,43092;;;
120406;0000;3,21508;;;
120406;0100;10,5862;;;
120406;0200;7,52798;;;
120406;0300;4,70499;;;
120406;0400;5,95966;;;
120406;0500;8,05077;;;
120406;0600;5,95966;;;
120406;0700;3,37191;;;
120406;0800;12,7035;;;
120406;0900;22,8192;;;
120406;1000;33,6407;;;
120406;1100;37,5615;;;
120406;1200;46,1873;;;
120406;1300;59,3613;;;
120406;1400;64,615;;;
120406;1500;52,4606;;;
120406;1600;35,6011;;;
120406;1700;29,0926;;;
120406;1800;24,8581;;;
120406;1900;10,0373;;;
120406;2000;5,80283;;;
120406;2100;5,33233;;;
120406;2200;7,37115;;;
120406;2300;7,76324;;;
120407;0000;8,07689;;;
120407;0100;9,88048;;;
120407;0200;13,8013;;;
120407;0300;14,115;;;
120407;0400;12,4421;;;
120407;0500;5,85509;;;
120407;0600;4,15607;;;
120407;0700;5,80283;;;
120407;0800;9,64522;;;
120407;0900;18,8984;;;
120407;1000;24,466;;;
120407;1100;30,1904;;;
120407;1200;40,2277;;;
120407;1300;47,6772;;;
120407;1400;61,4786;;;
120407;1500;56,0679;;;
120407;1600;43,9916;;;
120407;1700;42,6586;;;
120407;1800;29,3278;;;
120407;1900;9,56682;;;
120407;2000;4,86182;;;
120407;2100;3,68558;;;
120407;2200;6,66541;;;
120407;2300;12,7035;;;
120408;0000;11,9193;;;
120408;0100;13,2524;;;
120408;0200;9,48839;;;
120408;0300;12,8603;;;
120408;0400;12,5466;;;
120408;0500;12,8603;;;
120408;0600;7,37115;;;
120408;0700;9,88048;;;
120408;0800;9,0963;;;
120408;0900;9,33156;;;
120408;1000;18,2711;;;
120408;1100;25,0933;;;
120408;1200;30,3472;;;
120408;1300;32,2292;;;
120408;1400;25,8775;;;
120408;1500;16,6243;;;
120408;1600;13,5661;;;
120408;1700;11,4488;;;
120408;1800;4,39133;;;
120408;1900;1,96041;;;
120408;2000;1,882;;;
120408;2100;1,882;;;
120408;2200;1,882;;;
120408;2300;5,646;;;
120409;0000;6,35174;;;
120409;0100;6,66541;;;
120409;0200;6,82224;;;
120409;0300;7,52798;;;
120409;0400;5,33233;;;
120409;0500;2,19566;;;
120409;0600;1,882;;;
120409;0700;1,882;;;
120409;0800;2,3525;;;
120409;0900;4,54816;;;
120409;1000;7,29274;;;
120409;1100;10,0373;;;
120409;1200;11,292;;;
120409;1300;16,0754;;;
120409;1400;15,4481;;;
120409;1500;18,2711;;;
120409;1600;16,7811;;;
120409;1700;15,8401;;;
120409;1800;10,8999;;;
120409;1900;3,37191;;;
120409;2000;1,882;;;
120409;2100;1,882;;;
120409;2200;1,882;;;
120409;2300;1,882;;;
120410;0000;1,882;;;
120410;0100;1,882;;;
120410;0200;1,882;;;
120410;0300;1,882;;;
120410;0400;1,882;;;
120410;0500;1,882;;;
120410;0600;1,882;;;
120410;0700;1,882;;;
120410;0800;2,50933;;;
120410;0900;5,09708;;;
120410;1000;6,19491;;;
120410;1100;9,88048;;;
120410;1200;24,2307;;;
120410;1300;30,4256;;;
120410;1400;30,5041;;;
120410;1500;30,1904;;;
120410;1600;28,5436;;;
120410;1700;18,3495;;;
120410;1800;6,19491;;;
120410;1900;2,27408;;;
120410;2000;1,735;;;
120410;2100;1,882;;;
120410;2200;1,882;;;
120410;2300;1,882;;;
120411;0000;3,13666;;;
120411;0100;3,60716;;;
120411;0200;2,90141;;;
120411;0300;3,60717;;;
120411;0400;4,07766;;;
120411;0500;1,882;;;
120411;0600;1,882;;;
120411;0700;1,96041;;;
120411;0800;3,37191;;;
120411;0900;9,56682;;;
120411;1000;18,8984;;;
120411;1100;29,2494;;;
120411;1200;28,3868;;;
120411;1300;32,7781;;;
120411;1400;34,9738;;;
120411;1500;40,1493;;;
120411;1600;39,6788;;;
120411;1700;34,8954;;;
120411;1800;16,3891;;;
120411;1900;2,27408;;;
120411;2000;1,882;;;
120411;2100;1,882;;;
120411;2200;1,882;;;
120411;2300;2,58775;;;
120412;0000;2,97983;;;
120412;0100;6,35175;;;
120412;0200;6,58698;;;
120412;0300;6,50858;;;
120412;0400;4,49588;;;
120412;0500;2,61389;;;
120412;0600;1,882;;;
120412;0700;2,03883;;;
120412;0800;3,60716;;;
120412;0900;11,0567;;;
120412;1000;17,0164;;;
120412;1100;25,7206;;;
120412;1200;41,0118;;;
120412;1300;57,2441;;;
120412;1400;52,9312;;;
120412;1500;45,4816;;;
120412;1600;38,8162;;;
120412;1700;23,3681;;;
120412;1800;13,4092;;;
120412;1900;10,2726;;;
120412;2000;7,52798;;;
120412;2100;2,50933;;;
120412;2200;1,882;;;
120412;2300;2,74458;;;
120413;0000;6,74383;;;
120413;0100;3,52875;;;
120413;0200;2,50933;;;
120413;0300;2,66616;;;
120413;0400;2,30022;;;
120413;0500;2,09111;;;
120413;0600;1,8085;;;
120413;0700;1,882;;;
120413;0800;2,823;;;
120413;0900;2,74458;;;
120413;1000;5,33231;;;
120413;1100;5,64599;;;
120413;1200;6,90066;;;
120413;1300;7,05749;;;
120413;1400;9,33156;;;
120413;1500;9,0179;;;
120413;1600;13,3308;;;
120413;1700;4,2345;;;
120413;1800;1,735;;;
120413;1900;1,88692;;;
120413;2000;1,81342;;;
120413;2100;2,66616;;;
120413;2200;5,09708;;;
120413;2300;6,97906;;;
120414;0000;7,13589;;;
120414;0100;4,23449;;;
120414;0200;6,03808;;;
120414;0300;7,05749;;;
120414;0400;6,48244;;;
120414;0500;2,30022;;;
120414;0600;2,19566;;;
120414;0700;3,13667;;;
120414;0800;4,07766;;;
120414;0900;9,25316;;;
120414;1000;16,5459;;;
120414;1100;26,0343;;;
120414;1200;36,15;;;
120414;1300;49,0887;;;
120414;1400;55,0484;;;
120414;1500;60,3022;;;
120414;1600;62,7333;;;
120414;1700;45,4032;;;
120414;1800;18,8984;;;
120414;1900;2,90141;;;
120414;2000;1,882;;;
120414;2100;1,882;;;
120414;2200;1,882;;;
120414;2300;1,882;;;
120415;0000;1,882;;;
120415;0100;1,882;;;
120415;0200;1,96041;;;
120415;0300;1,96041;;;
120415;0400;1,882;;;
120415;0500;1,882;;;
120415;0600;1,882;;;
120415;0700;2,3525;;;
120415;0800;5,33231;;;
120415;0900;16,0754;;;
120415;1000;23,2113;;;
120415;1100;32,5428;;;
120415;1200;46,3442;;;
120415;1300;58,1067;;;
120415;1400;61,3218;;;
120415;1500;74,1034;;;
120415;1600;62,5764;;;
120415;1700;45,0895;;;
120415;1800;32,7781;;;
120415;1900;18,1927;;;
120415;2000;3,60716;;;
120415;2100;1,96041;;;
120415;2200;1,882;;;
120415;2300;2,43091;;;
120416;0000;4,70499;;;
120416;0100;5,09708;;;
120416;0200;6,58698;;;
120416;0300;2,97983;;;
120416;0400;2,71844;;;
120416;0500;2,82299;;;
120416;0600;1,882;;;
120416;0700;1,882;;;
120416;0800;3,05825;;;
120416;0900;11,9977;;;
120416;1000;19,2905;;;
120416;1100;23,3681;;;
120416;1200;28,3868;;;
120416;1300;49,5593;;;
120416;1400;49,9514;;;
120416;1500;51,6765;;;
120416;1600;50,9708;;;
120416;1700;35,9148;;;
120416;1800;16,2322;;;
120416;1900;2,66616;;;
120416;2000;1,882;;;
120416;2100;2,11725;;;
120416;2200;1,882;;;
120416;2300;1,882;;;
120417;0000;2,823;;;
120417;0100;4,07766;;;
120417;0200;7,0575;;;
120417;0300;6,50858;;;
120417;0400;5,64599;;;
120417;0500;2,19566;;;
120417;0600;1,882;;;
120417;0700;2,03883;;;
120417;0800;3,84241;;;
120417;0900;7,21432;;;
120417;1000;10,7431;;;
120417;1100;19,4473;;;
120417;1200;34,0328;;;
120417;1300;38,8162;;;
120417;1400;44,5406;;;
120417;1500;58,6556;;;
120417;1600;51,206;;;
120417;1700;39,6788;;;
120417;1800;21,0156;;;
120417;1900;2,27408;;;
120417;2000;1,882;;;
120417;2100;1,882;;;
120417;2200;2,823;;;
120417;2300;4,62656;;;
120418;0000;5,7244;;;
120418;0100;9,48839;;;
120418;0200;13,6445;;;
120418;0300;11,4488;;;
120418;0400;7,94621;;;
120418;0500;5,01865;;;
120418;0600;2,11725;;;
120418;0700;2,11725;;;
120418;0800;4,07766;;;
120418;0900;11,7625;;;
120418;1000;17,8006;;;
120418;1100;24,9365;;;
120418;1200;37,5615;;;
120418;1300;51,1276;;;
120418;1400;60,6945;;;
120418;1500;53,6369;;;
120418;1600;41,0903;;;
120418;1700;25,2501;;;
120418;1800;9,40999;;;
120418;1900;2,50933;;;
120418;2000;2,19566;;;
120418;2100;2,03883;;;
120418;2200;1,882;;;
120418;2300;2,27408;;;
120419;0000;3,84241;;;
120419;0100;3,45033;;;
120419;0200;4,54816;;;
120419;0300;7,84166;;;
120419;0400;8,57352;;;
120419;0500;3,45033;;;
120419;0600;2,11725;;;
120419;0700;1,882;;;
120419;0800;3,68558;;;
120419;0900;8,07689;;;
120419;1000;15,3696;;;
120419;1100;24,466;;;
120419;1200;31,8371;;;
120419;1300;44,6974;;;
120419;1400;55,3621;;;
120419;1500;57,1656;;;
120419;1600;59,5182;;;
120419;1700;44,619;;;
120419;1800;14,8992;;;
120419;1900;2,43092;;;
120419;2000;1,882;;;
120419;2100;2,11725;;;
120419;2200;2,03883;;;
120419;2300;2,50933;;;
120420;0000;5,48916;;;
120420;0100;7,68481;;;
120420;0200;5,33231;;;
120420;0300;7,60641;;;
120420;0400;8,57352;;;
120420;0500;3,97311;;;
120420;0600;2,27408;;;
120420;0700;1,96041;;;
120420;0800;3,92083;;;
120420;0900;12,8603;;;
120420;1000;14,9776;;;
120420;1100;15,2912;;;
120420;1200;31,2098;;;
120420;1300;46,501;;;
120420;1400;54,6564;;;
120420;1500;65,4778;;;
120420;1600;50,0297;;;
120420;1700;31,5235;;;
120420;1800;10,7431;;;
120420;1900;2,43091;;;
120420;2000;1,882;;;
120420;2100;1,882;;;
120420;2200;1,882;;;
120420;2300;2,50933;;;
120421;0000;6,97906;;;
120421;0100;6,50858;;;
120421;0200;7,13591;;;
120421;0300;8,46898;;;
120421;0400;9,51453;;;
120421;0500;6,06421;;;
120421;0600;2,66616;;;
120421;0700;2,3525;;;
120421;0800;4,62658;;;
