FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
120421;0900;10,5078;;;
120421;1000;25,7206;;;
120421;1100;33,327;;;
120421;1200;48,3046;;;
120421;1300;61,8707;;;
120421;1400;69,6338;;;
120421;1500;85,3169;;;
120421;1600;74,731;;;
120421;1700;54,97;;;
120421;1800;25,407;;;
120421;1900;4,94025;;;
120421;2000;3,52874;;;
120421;2100;4,07766;;;
120421;2200;2,50933;;;
120421;2300;5,01865;;;
120422;0000;4,07766;;;
120422;0100;4,23449;;;
120422;0200;7,99849;;;
120422;0300;8,46898;;;
120422;0400;9,20087;;;
120422;0500;8,57355;;;
120422;0600;5,33231;;;
120422;0700;5,01865;;;
120422;0800;10,7431;;;
120422;0900;23,8387;;;
120422;1000;32,4645;;;
120422;1100;41,9528;;;
120422;1200;56,5383;;;
120422;1300;68,2223;;;
120422;1400;80,2201;;;
120422;1500;81,4745;;;
120422;1600;65,2426;;;
120422;1700;45,7169;;;
120422;1800;25,6422;;;
120422;1900;11,9977;;;
120422;2000;3,45033;;;
120422;2100;1,882;;;
120422;2200;1,882;;;
120422;2300;1,882;;;
120423;0000;1,882;;;
120423;0100;1,882;;;
120423;0200;1,882;;;
120423;0300;1,882;;;
120423;0400;1,882;;;
120423;0500;1,882;;;
120423;0600;1,882;;;
120423;0700;1,882;;;
120423;0800;2,50933;;;
120423;0900;4,39133;;;
120423;1000;9,72365;;;
120423;1100;11,6841;;;
120423;1200;12,3114;;;
120423;1300;13,4092;;;
120423;1400;14,8207;;;
120423;1500;17,4869;;;
120423;1600;17,6437;;;
120423;1700;11,2136;;;
120423;1800;5,25391;;;
120423;1900;3,84241;;;
120423;2000;2,74458;;;
120423;2100;2,03883;;;
120423;2200;2,3525;;;
120423;2300;2,43092;;;
120424;0000;3,764;;;
120424;0100;3,68558;;;
120424;0200;5,7244;;;
120424;0300;4,78339;;;
120424;0400;3,24122;;;
120424;0500;2,82299;;;
120424;0600;2,3525;;;
120424;0700;1,96041;;;
120424;0800;5,33231;;;
120424;0900;11,1351;;;
120424;1000;14,1934;;;
120424;1100;18,3495;;;
120424;1200;25,5638;;;
120424;1300;29,563;;;
120424;1400;33,7048;;;
120424;1500;40,1493;;;
120424;1600;37,5615;;;
120424;1700;29,2494;;;
120424;1800;8,39058;;;
120424;1900;1,735;;;
120424;2000;1,588;;;
120424;2100;1,882;;;
120424;2200;1,882;;;
120424;2300;2,03883;;;
120425;0000;2,03883;;;
120425;0100;1,735;;;
120425;0200;1,882;;;
120425;0300;2,11725;;;
120425;0400;2,09111;;;
120425;0500;1,784;;;
120425;0600;1,882;;;
120425;0700;1,882;;;
120425;0800;2,50933;;;
120425;0900;5,48916;;;
120425;1000;7,52798;;;
120425;1100;13,8797;;;
120425;1200;21,0156;;;
120425;1300;27,9947;;;
120425;1400;36,7773;;;
120425;1500;39,6003;;;
120425;1600;29,3278;;;
120425;1700;15,2128;;;
120425;1800;12,4682;;;
120425;1900;5,48916;;;
120425;2000;1,882;;;
120425;2100;1,882;;;
120425;2200;1,882;;;
120425;2300;1,882;;;
120426;0000;1,8085;;;
120426;0100;1,882;;;
120426;0200;1,735;;;
120426;0300;1,8085;;;
120426;0400;1,882;;;
120426;0500;1,686;;;
120426;0600;1,8085;;;
120426;0700;1,882;;;
120426;0800;2,3525;;;
120426;0900;3,764;;;
120426;1000;4,39132;;;
120426;1100;4,94024;;;
120426;1200;7,60641;;;
120426;1300;11,6841;;;
120426;1400;10,8999;;;
120426;1500;9,64522;;;
120426;1600;4,94024;;;
120426;1700;2,19566;;;
120426;1800;1,882;;;
120426;1900;6,90066;;;
120426;2000;4,62656;;;
120426;2100;2,19566;;;
120426;2200;1,8085;;;
120426;2300;1,882;;;
120427;0000;1,6615;;;
120427;0100;1,735;;;
120427;0200;1,735;;;
120427;0300;1,882;;;
120427;0400;1,882;;;
120427;0500;1,882;;;
120427;0600;1,882;;;
120427;0700;4,161;;;
120427;0800;15,2912;;;
120427;0900;23,7602;;;
120427;1000;4,3129;;;
120427;1100;10,0373;;;
120427;1200;19,3689;;;
120427;1300;7,21432;;;
120427;1400;6,19491;;;
120427;1500;8,31215;;;
120427;1600;6,74383;;;
120427;1700;8,46898;;;
120427;1800;12,3114;;;
120427;1900;9,95891;;;
120427;2000;5,41074;;;
120427;2100;4,86182;;;
120427;2200;2,90141;;;
120427;2300;3,45033;;;
120428;0000;3,45033;;;
120428;0100;2,19566;;;
120428;0200;2,58775;;;
120428;0300;4,15607;;;
120428;0400;3,65944;;;
120428;0500;3,76399;;;
120428;0600;2,823;;;
120428;0700;3,99924;;;
120428;0800;6,82224;;;
120428;0900;10,7431;;;
120428;1000;11,3704;;;
120428;1100;13,174;;;
120428;1200;16,3891;;;
120428;1300;14,5855;;;
120428;1400;17,0164;;;
120428;1500;14,1934;;;
120428;1600;7,99849;;;
120428;1700;3,68558;;;
120428;1800;2,19566;;;
120428;1900;2,58775;;;
120428;2000;1,882;;;
120428;2100;2,03883;;;
120428;2200;1,96041;;;
120428;2300;2,03883;;;
120429;0000;2,19566;;;
120429;0100;3,13667;;;
120429;0200;3,45033;;;
120429;0300;2,90141;;;
120429;0400;5,01865;;;
120429;0500;2,823;;;
120429;0600;4,46973;;;
120429;0700;4,46973;;;
120429;0800;7,21432;;;
120429;0900;17,4085;;;
120429;1000;17,5653;;;
120429;1100;20,5451;;;
120429;1200;25,799;;;
120429;1300;29,9551;;;
120429;1400;32,2292;;;
120429;1500;35,3658;;;
120429;1600;35,7579;;;
120429;1700;12,8603;;;
120429;1800;3,84241;;;
120429;1900;2,90141;;;
120429;2000;2,3525;;;
120429;2100;2,74458;;;
120429;2200;2,90141;;;
120429;2300;4,23449;;;
120430;0000;8,07689;;;
120430;0100;7,44957;;;
120430;0200;8,15532;;;
120430;0300;10,6647;;;
120430;0400;14,3241;;;
120430;0500;10,2464;;;
120430;0600;9,0963;;;
120430;0700;5,88123;;;
120430;0800;6,43015;;;
120430;0900;8,54738;;;
120430;1000;11,292;;;
120430;1100;20,6236;;;
120430;1200;28,622;;;
120430;1300;30,4257;;;
120430;1400;26,5048;;;
120430;1500;27,2105;;;
120430;1600;25,3286;;;
120430;1700;6,97906;;;
120430;1800;1,96041;;;
120430;1900;2,43091;;;
120430;2000;2,03883;;;
120430;2100;2,3525;;;
120430;2200;1,882;;;
120430;2300;2,03883;;;
120501;0000;2,27408;;;
120501;0100;2,3525;;;
120501;0200;4,23449;;;
120501;0300;5,17548;;;
120501;0400;7,0052;;;
120501;0500;4,07766;;;
120501;0600;4,07766;;;
120501;0700;3,37191;;;
120501;0800;7,84166;;;
120501;0900;13,0956;;;
120501;1000;27,1321;;;
120501;1100;37,5615;;;
120501;1200;36,4637;;;
120501;1300;40,0709;;;
120501;1400;48,1478;;;
120501;1500;50,5787;;;
120501;1600;45,56;;;
120501;1700;20,7804;;;
120501;1800;6,27332;;;
120501;1900;3,37191;;;
120501;2000;2,27408;;;
120501;2100;2,03883;;;
120501;2200;2,19566;;;
120501;2300;2,58775;;;
120502;0000;6,90066;;;
120502;0100;11,6057;;;
120502;0200;9,64522;;;
120502;0300;7,52798;;;
120502;0400;10,351;;;
120502;0500;12,9649;;;
120502;0600;6,74382;;;
120502;0700;2,19566;;;
120502;0800;2,90141;;;
120502;0900;9,0963;;;
120502;1000;16,2322;;;
120502;1100;30,5825;;;
120502;1200;38,5024;;;
120502;1300;47,9125;;;
120502;1400;42,6586;;;
120502;1500;36,3069;;;
120502;1600;28,622;;;
120502;1700;8,62581;;;
120502;1800;1,882;;;
120502;1900;2,03883;;;
120502;2000;2,11725;;;
120502;2100;2,43092;;;
120502;2200;1,882;;;
120502;2300;1,882;;;
120503;0000;2,82299;;;
120503;0100;6,27332;;;
120503;0200;9,64522;;;
120503;0300;9,72365;;;
120503;0400;8,25986;;;
120503;0500;8,46898;;;
120503;0600;5,25391;;;
120503;0700;2,03883;;;
120503;0800;3,2935;;;
120503;0900;5,80282;;;
120503;1000;17,6437;;;
120503;1100;19,5257;;;
120503;1200;37,4831;;;
120503;1300;45,8737;;;
120503;1400;48,0693;;;
120503;1500;42,3448;;;
120503;1600;23,9955;;;
120503;1700;5,48916;;;
120503;1800;1,882;;;
120503;1900;2,11725;;;
120503;2000;2,50933;;;
120503;2100;1,882;;;
120503;2200;2,03883;;;
120503;2300;1,882;;;
120504;0000;2,58775;;;
120504;0100;5,95966;;;
120504;0200;5,48914;;;
120504;0300;8,70421;;;
120504;0400;7,0052;;;
120504;0500;8,05077;;;
120504;0600;4,07766;;;
120504;0700;2,03883;;;
120504;0800;2,97983;;;
120504;0900;8,86107;;;
120504;1000;24,3875;;;
120504;1100;26,4264;;;
120504;1200;34,0328;;;
120504;1300;40,3845;;;
120504;1400;40,9333;;;
120504;1500;37,3263;;;
120504;1600;35,209;;;
120504;1700;11,2136;;;
120504;1800;2,27408;;;
120504;1900;2,03883;;;
120504;2000;1,882;;;
120504;2100;1,882;;;
120504;2200;1,96041;;;
120504;2300;2,66616;;;
120505;0000;3,52875;;;
120505;0100;5,64599;;;
120505;0200;6,90066;;;
120505;0300;13,0956;;;
120505;0400;10,8738;;;
120505;0500;11,5011;;;
120505;0600;10,9783;;;
120505;0700;5,25391;;;
120505;0800;5,17548;;;
120505;0900;8,23372;;;
120505;1000;22,2703;;;
120505;1100;26,5048;;;
120505;1200;33,4055;;;
120505;1300;48,383;;;
120505;1400;56,7736;;;
120505;1500;68,2223;;;
120505;1600;57,7146;;;
120505;1700;36,3068;;;
120505;1800;18,3495;;;
120505;1900;3,99924;;;
120505;2000;1,6615;;;
120505;2100;1,441;;;
120505;2200;1,882;;;
120505;2300;1,735;;;
120506;0000;1,8085;;;
120506;0100;1,882;;;
120506;0200;1,882;;;
120506;0300;1,882;;;
120506;0400;1,882;;;
120506;0500;1,882;;;
120506;0600;1,8085;;;
120506;0700;1,8085;;;
120506;0800;2,19566;;;
120506;0900;3,2935;;;
120506;1000;7,21432;;;
120506;1100;14,0366;;;
120506;1200;15,8401;;;
120506;1300;19,1336;;;
120506;1400;25,0149;;;
120506;1500;30,0336;;;
120506;1600;25,1717;;;
120506;1700;18,7415;;;
120506;1800;6,74383;;;
120506;1900;2,43092;;;
120506;2000;1,8085;;;
120506;2100;1,882;;;
120506;2200;1,882;;;
120506;2300;1,882;;;
120507;0000;1,882;;;
120507;0100;3,764;;;
120507;0200;2,58775;;;
120507;0300;1,96041;;;
120507;0400;2,09111;;;
120507;0500;2,50933;;;
120507;0600;1,88692;;;
120507;0700;1,882;;;
120507;0800;1,882;;;
120507;0900;6,03808;;;
120507;1000;15,3696;;;
120507;1100;17,8006;;;
120507;1200;17,1732;;;
120507;1300;17,5653;;;
120507;1400;18,3495;;;
120507;1500;20,2315;;;
120507;1600;14,0366;;;
120507;1700;4,94024;;;
120507;1800;1,882;;;
120507;1900;1,882;;;
120507;2000;1,882;;;
120507;2100;2,19566;;;
120507;2200;1,882;;;
120507;2300;1,882;;;
120508;0000;1,96041;;;
120508;0100;1,882;;;
120508;0200;1,882;;;
120508;0300;1,882;;;
120508;0400;1,882;;;
120508;0500;1,784;;;
120508;0600;1,8085;;;
120508;0700;1,882;;;
120508;0800;1,96041;;;
120508;0900;3,21508;;;
120508;1000;10,1942;;;
120508;1100;13,6445;;;
120508;1200;10,8215;;;
120508;1300;11,2136;;;
120508;1400;12,9387;;;
120508;1500;14,5071;;;
120508;1600;14,3502;;;
120508;1700;7,13591;;;
120508;1800;2,43091;;;
120508;1900;1,441;;;
120508;2000;1,8085;;;
120508;2100;1,588;;;
120508;2200;1,735;;;
120508;2300;1,735;;;
120509;0000;1,441;;;
120509;0100;1,882;;;
120509;0200;1,96533;;;
120509;0300;2,11725;;;
120509;0400;3,24122;;;
120509;0500;3,45033;;;
120509;0600;2,27408;;;
120509;0700;1,882;;;
120509;0800;2,19566;;;
120509;0900;3,05825;;;
120509;1000;8,31215;;;
120509;1100;4,46973;;;
120509;1200;5,33231;;;
120509;1300;11,6841;;;
120509;1400;19,1336;;;
120509;1500;23,7602;;;
120509;1600;23,7602;;;
120509;1700;9,72365;;;
120509;1800;1,8085;;;
120509;1900;1,882;;;
120509;2000;2,03883;;;
120509;2100;1,882;;;
120509;2200;1,96041;;;
120509;2300;1,882;;;
120510;0000;1,882;;;
120510;0100;2,03883;;;
120510;0200;2,43091;;;
120510;0300;3,21508;;;
120510;0400;3,86855;;;
120510;0500;3,76399;;;
120510;0600;2,3525;;;
120510;0700;1,882;;;
120510;0800;2,97983;;;
120510;0900;7,68481;;;
120510;1000;9,88048;;;
120510;1100;13,6445;;;
120510;1200;20,0746;;;
120510;1300;28,9357;;;
120510;1400;29,4846;;;
120510;1500;23,525;;;
120510;1600;13,0956;;;
120510;1700;6,19491;;;
120510;1800;1,96041;;;
120510;1900;1,882;;;
120510;2000;2,19566;;;
120510;2100;2,11725;;;
120510;2200;2,03883;;;
120510;2300;1,882;;;
120511;0000;1,882;;;
120511;0100;1,882;;;
120511;0200;1,882;;;
120511;0300;1,8085;;;
120511;0400;2,09111;;;
120511;0500;1,882;;;
120511;0600;2,04375;;;
120511;0700;1,882;;;
120511;0800;1,96041;;;
120511;0900;3,13666;;;
120511;1000;3,68558;;;
120511;1100;4,70499;;;
120511;1200;9,25313;;;
120511;1300;15,2912;;;
120511;1400;14,5855;;;
120511;1500;20,6236;;;
120511;1600;14,0366;;;
120511;1700;3,45033;;;
120511;1800;1,882;;;
120511;1900;1,96041;;;
120511;2000;2,50933;;;
120511;2100;2,50933;;;
120511;2200;2,27408;;;
120511;2300;2,03883;;;
120512;0000;1,96041;;;
120512;0100;2,97983;;;
120512;0200;1,96041;;;
120512;0300;2,03883;;;
120512;0400;2,09111;;;
120512;0500;3,13667;;;
120512;0600;1,96041;;;
120512;0700;1,882;;;
120512;0800;2,50933;;;
120512;0900;3,21508;;;
120512;1000;7,13589;;;
120512;1100;12,3114;;;
120512;1200;11,6057;;;
120512;1300;13,5661;;;
120512;1400;19,9962;;;
120512;1500;18,4279;;;
120512;1600;9,40999;;;
120512;1700;2,58775;;;
120512;1800;1,882;;;
120512;1900;2,11725;;;
120512;2000;2,90141;;;
120512;2100;2,823;;;
120512;2200;2,50933;;;
120512;2300;2,11725;;;
120513;0000;2,03883;;;
120513;0100;2,03883;;;
120513;0200;1,882;;;
120513;0300;1,882;;;
120513;0400;1,882;;;
120513;0500;1,98656;;;
120513;0600;1,96041;;;
120513;0700;1,882;;;
120513;0800;3,92083;;;
120513;0900;5,41074;;;
120513;1000;11,6841;;;
120513;1100;21,5645;;;
120513;1200;23,9171;;;
120513;1300;21,9566;;;
120513;1400;19,5257;;;
120513;1500;19,2121;;;
120513;1600;24,0739;;;
120513;1700;24,5444;;;
120513;1800;21,3293;;;
120513;1900;19,2121;;;
120513;2000;10,4294;;;
120513;2100;3,76399;;;
120513;2200;1,882;;;
120513;2300;2,50933;;;
120514;0000;2,74458;;;
120514;0100;3,68558;;;
120514;0200;3,05825;;;
120514;0300;4,70499;;;
120514;0400;3,34577;;;
120514;0500;4,28677;;;
120514;0600;3,68558;;;
120514;0700;1,882;;;
120514;0800;2,90141;;;
120514;0900;4,39133;;;
120514;1000;10,6647;;;
120514;1100;14,0366;;;
120514;1200;21,2509;;;
120514;1300;22,8976;;;
120514;1400;25,6893;;;
120514;1500;28,7005;;;
120514;1600;25,0149;;;
120514;1700;5,01865;;;
120514;1800;2,27408;;;
120514;1900;1,882;;;
120514;2000;2,19566;;;
120514;2100;2,74458;;;
120514;2200;2,50933;;;
120514;2300;2,11725;;;
120515;0000;2,58775;;;
120515;0100;4,39132;;;
120515;0200;3,92083;;;
120515;0300;4,46973;;;
120515;0400;2,823;;;
120515;0500;5,75055;;;
120515;0600;2,58775;;;
120515;0700;1,882;;;
120515;0800;2,50933;;;
120515;0900;7,6064;;;
120515;1000;11,8409;;;
120515;1100;16,5459;;;
120515;1200;18,2711;;;
120515;1300;20,3883;;;
120515;1400;14,5855;;;
120515;1500;13,4877;;;
120515;1600;12,7035;;;
120515;1700;8,15532;;;
120515;1800;1,882;;;
120515;1900;1,882;;;
120515;2000;1,882;;;
120515;2100;2,11725;;;
120515;2200;1,882;;;
120515;2300;1,882;;;
120516;0000;1,882;;;
120516;0100;2,03883;;;
120516;0200;1,882;;;
120516;0300;1,882;;;
120516;0400;1,784;;;
120516;0500;2,40478;;;
120516;0600;1,882;;;
120516;0700;1,882;;;
120516;0800;2,3525;;;
120516;0900;3,84241;;;
120516;1000;8,46898;;;
120516;1100;13,2524;;;
120516;1200;18,3495;;;
120516;1300;15,6049;;;
120516;1400;19,9178;;;
120516;1500;19,2121;;;
120516;1600;14,9776;;;
120516;1700;4,2345;;;
120516;1800;1,96754;;;
120516;1900;1,882;;;
120516;2000;2,27408;;;
120516;2100;;;;
120516;2200;;;;
120516;2300;;;;
120517;0000;;;;
120517;0100;;;;
120517;0200;;;;
120517;0300;;;;
120517;0400;;;;
120517;0500;;;;
120517;0600;;;;
120517;0700;;;;
120517;0800;;;;
120517;0900;;;;
120517;1000;;;;
120517;1100;1,588;;;
120517;1200;1,8085;;;
120517;1300;1,882;;;
120517;1400;1,882;;;
120517;1500;1,96041;;;
120517;1600;1,882;;;
120517;1700;1,8085;;;
120517;1800;1,882;;;
120517;1900;1,96041;;;
120517;2000;5,41074;;;
120517;2100;22,3487;;;
120517;2200;26,348;;;
120517;2300;3,37191;;;
120518;0000;1,882;;;
120518;0100;1,8085;;;
120518;0200;1,882;;;
120518;0300;1,882;;;
120518;0400;1,882;;;
120518;0500;2,19566;;;
120518;0600;1,88692;;;
120518;0700;1,882;;;
120518;0800;2,82299;;;
120518;0900;4,62656;;;
120518;1000;;;;
120518;1100;;;;
120518;1200;;;;
120518;1300;;;;
120518;1400;;;;
120518;1500;;;;
120518;1600;;;;
120518;1700;;;;
120518;1800;;;;
120518;1900;;;;
120518;2000;;;;
120518;2100;;;;
120518;2200;;;;
120518;2300;;;;
120519;0000;;;;
120519;0100;;;;
120519;0200;;;;
120519;0300;;;;
120519;0400;;;;
120519;0500;;;;
120519;0600;;;;
120519;0700;;;;
120519;0800;;;;
120519;0900;;;;
120519;1000;;;;
120519;1100;;;;
120519;1200;;;;
120519;1300;;;;
120519;1400;26,6616;;;
120519;1500;27,1321;;;
120519;1600;19,6826;;;
120519;1700;6,66541;;;
120519;1800;1,441;;;
120519;1900;1,882;;;
120519;2000;1,8085;;;
120519;2100;2,11725;;;
120519;2200;2,3525;;;
120519;2300;1,96041;;;
120520;0000;1,882;;;
120520;0100;1,8085;;;
120520;0200;1,882;;;
120520;0300;1,588;;;
120520;0400;1,784;;;
120520;0500;3,86855;;;
120520;0600;2,51425;;;
120520;0700;1,3675;;;
120520;0800;3,2935;;;
120520;0900;7,13591;;;
120520;1000;15,6833;;;
120520;1100;21,0156;;;
120520;1200;26,8969;;;
120520;1300;29,7199;;;
120520;1400;31,5235;;;
120520;1500;33,2486;;;
120520;1600;27,8379;;;
120520;1700;18,1926;;;
120520;1800;4,46973;;;
120520;1900;5,80283;;;
120520;2000;3,05825;;;
120520;2100;2,58775;;;
120520;2200;2,43091;;;
120520;2300;2,03883;;;
120521;0000;2,50933;;;
120521;0100;3,84241;;;
120521;0200;4,15607;;;
120521;0300;6,58698;;;
120521;0400;9,30544;;;
120521;0500;5,95966;;;
120521;0600;4,15607;;;
120521;0700;2,03883;;;
120521;0800;6,90066;;;
120521;0900;12,4682;;;
120521;1000;25,7206;;;
120521;1100;30,8961;;;
120521;1200;38,032;;;
120521;1300;37,1694;;;
120521;1400;44,3054;;;
120521;1500;44,1485;;;
120521;1600;39,6003;;;
120521;1700;16,5459;;;
120521;1800;2,66616;;;
120521;1900;1,96041;;;
120521;2000;2,11725;;;
120521;2100;2,03883;;;
120521;2200;1,96041;;;
120521;2300;4,54816;;;
120522;0000;3,05825;;;
120522;0100;7,29274;;;
120522;0200;8,70421;;;
120522;0300;11,8409;;;
120522;0400;14,8469;;;
120522;0500;12,0239;;;
120522;0600;4,78341;;;
120522;0700;2,43091;;;
120522;0800;1,96041;;;
120522;0900;3,37191;;;
120522;1000;8,07689;;;
120522;1100;27,3674;;;
120522;1200;29,8767;;;
120522;1300;26,8969;;;
120522;1400;25,0933;;;
120522;1500;20,0746;;;
120522;1600;12,9387;;;
120522;1700;2,59266;;;
120522;1800;1,8085;;;
120522;1900;1,735;;;
120522;2000;1,882;;;
120522;2100;1,882;;;
120522;2200;1,882;;;
120522;2300;1,8085;;;
120523;0000;2,04375;;;
120523;0100;5,646;;;
120523;0200;6,58698;;;
120523;0300;9,80205;;;
120523;0400;5,95966;;;
120523;0500;7,00522;;;
120523;0600;4,23449;;;
120523;0700;1,81342;;;
120523;0800;2,43092;;;
120523;0900;4,46973;;;
120523;1000;13,8013;;;
120523;1100;14,3502;;;
120523;1200;17,5653;;;
120523;1300;19,2905;;;
120523;1400;22,8192;;;
120523;1500;26,5832;;;
120523;1600;18,7415;;;
120523;1700;3,05825;;;
120523;1800;1,882;;;
120523;1900;1,88692;;;
120523;2000;1,88692;;;
120523;2100;2,27408;;;
120523;2200;2,03883;;;
120523;2300;1,88692;;;
120524;0000;2,58775;;;
120524;0100;2,27408;;;
120524;0200;4,3129;;;
120524;0300;7,0575;;;
120524;0400;4,28677;;;
120524;0500;10,0373;;;
120524;0600;6,19491;;;
120524;0700;2,97983;;;
120524;0800;3,05825;;;
120524;0900;3,99924;;;
120524;1000;4,46973;;;
120524;1100;4,54815;;;
120524;1200;3,99925;;;
120524;1300;7,92007;;;
120524;1400;11,1351;;;
120524;1500;9,0179;;;
120524;1600;3,06316;;;
120524;1700;1,8085;;;
120524;1800;1,882;;;
120524;1900;1,8085;;;
120524;2000;1,882;;;
120524;2100;2,11725;;;
120524;2200;1,882;;;
120524;2300;1,882;;;
120525;0000;1,5145;;;
120525;0100;1,735;;;
120525;0200;1,882;;;
120525;0300;1,5145;;;
120525;0400;1,49;;;
120525;0500;1,294;;;
120525;0600;1,0735;;;
120525;0700;1;;;
120525;0800;1,441;;;
120525;0900;1,882;;;
120525;1000;3,13666;;;
120525;1100;3,05825;;;
120525;1200;2,43091;;;
120525;1300;2,74458;;;
120525;1400;1,882;;;
120525;1500;1,88692;;;
120525;1600;1,6615;;;
120525;1700;1,588;;;
120525;1800;1,441;;;
120525;1900;3,24949;;;
120525;2000;8,31215;;;
120525;2100;4,15607;;;
120525;2200;5,88615;;;
120525;2300;2,69075;;;
120526;0000;2,44566;;;
120526;0100;4,2394;;;
120526;0200;7,68481;;;
120526;0300;5,80283;;;
120526;0400;10,9783;;;
120526;0500;8,57355;;;
120526;0600;10,7431;;;
120526;0700;4,23449;;;
120526;0800;7,52798;;;
120526;0900;8,46898;;;
120526;1000;3,84241;;;
120526;1100;6,27332;;;
120526;1200;3,68558;;;
120526;1300;2,03883;;;
120526;1400;2,50933;;;
120526;1500;8,31215;;;
120526;1600;10,1157;;;
120526;1700;14,9776;;;
120526;1800;21,9566;;;
120526;1900;26,2696;;;
120526;2000;3,68558;;;
120526;2100;2,35741;;;
120526;2200;10,8999;;;
120526;2300;21,7214;;;
120527;0000;20,7804;;;
120527;0100;20,8588;;;
120527;0200;13,5661;;;
120527;0300;8,23372;;;
120527;0400;8,57355;;;
120527;0500;10,6647;;;
120527;0600;6,35174;;;
120527;0700;3,45033;;;
120527;0800;6,50857;;;
120527;0900;4,07766;;;
120527;1000;9,48839;;;
120527;1100;10,1157;;;
120527;1200;6,19491;;;
120527;1300;4,46973;;;
120527;1400;4,07766;;;
120527;1500;4,39132;;;
120527;1600;3,60716;;;
120527;1700;2,19566;;;
120527;1800;1,882;;;
120527;1900;1,735;;;
120527;2000;1,8085;;;
120527;2100;1,882;;;
120527;2200;3,764;;;
120527;2300;5,25391;;;
120528;0000;4,62656;;;
120528;0100;8,15532;;;
120528;0200;6,66541;;;
120528;0300;7,21432;;;
120528;0400;8,57352;;;
120528;0500;4,18221;;;
120528;0600;1,73992;;;
120528;0700;2,20058;;;
120528;0800;1,882;;;
120528;0900;2,43092;;;
120528;1000;4,62656;;;
120528;1100;5,88123;;;
120528;1200;9,0963;;;
120528;1300;10,2726;;;
120528;1400;8,15532;;;
120528;1500;4,39133;;;
120528;1600;2,74458;;;
120528;1700;1,73992;;;
120528;1800;1,5145;;;
120528;1900;1,8085;;;
120528;2000;1,89675;;;
120528;2100;1,735;;;
120528;2200;1,735;;;
120528;2300;1,882;;;
120529;0000;1,735;;;
120529;0100;1,441;;;
120529;0200;2,3525;;;
120529;0300;1,882;;;
120529;0400;2,71844;;;
120529;0500;1,588;;;
120529;0600;1,441;;;
120529;0700;1,882;;;
120529;0800;1,8085;;;
120529;0900;3,05825;;;
120529;1000;5,80283;;;
120529;1100;10,1942;;;
120529;1200;8,93947;;;
120529;1300;7,37115;;;
120529;1400;4,86182;;;
120529;1500;5,17548;;;
120529;1600;5,95966;;;
120529;1700;2,04866;;;
120529;1800;1,0735;;;
120529;1900;1;;;
120529;2000;1,294;;;
120529;2100;1,882;;;
120529;2200;1,882;;;
120529;2300;1,6615;;;
120530;0000;1,735;;;
120530;0100;1,8085;;;
120530;0200;1,8085;;;
120530;0300;1,882;;;
120530;0400;1,882;;;
120530;0500;1,882;;;
120530;0600;2,04375;;;
120530;0700;1,735;;;
120530;0800;1,882;;;
120530;0900;2,74458;;;
120530;1000;10,6647;;;
120530;1100;12,5467;;;
120530;1200;14,7423;;;
120530;1300;10,2726;;;
120530;1400;7,60641;;;
120530;1500;7,21432;;;
120530;1600;3,99924;;;
120530;1700;2,03883;;;
120530;1800;1,735;;;
120530;1900;1,2205;;;
120530;2000;1,5145;;;
120530;2100;2,3525;;;
120530;2200;1,882;;;
120530;2300;1,8085;;;
120531;0000;1,441;;;
120531;0100;1,588;;;
120531;0200;1,8085;;;
120531;0300;1,5145;;;
120531;0400;1,294;;;
120531;0500;2,20222;;;
120531;0600;1,441;;;
120531;0700;1,5145;;;
120531;0800;1,882;;;
120531;0900;1,882;;;
120531;1000;2,03883;;;
120531;1100;2,823;;;
120531;1200;3,13667;;;
120531;1300;3,2935;;;
120531;1400;5,01865;;;
120531;1500;5,64599;;;
120531;1600;3,13667;;;
120531;1700;1,96041;;;
120531;1800;1,96041;;;
120531;1900;1,73992;;;
120531;2000;1,89183;;;
120531;2100;1,8085;;;
120531;2200;1,96041;;;
120531;2300;1,6615;;;
120601;0000;1,6615;;;
120601;0100;1,5145;;;
120601;0200;2,03883;;;
120601;0300;2,58775;;;
120601;0400;2,71844;;;
120601;0500;2,30022;;;
120601;0600;2,27408;;;
120601;0700;2,11725;;;
120601;0800;2,19566;;;
120601;0900;3,60716;;;
120601;1000;7,29274;;;
120601;1100;8,39055;;;
120601;1200;5,7244;;;
120601;1300;4,3129;;;
120601;1400;3,764;;;
120601;1500;2,90141;;;
120601;1600;1,882;;;
120601;1700;2,04375;;;
120601;1800;1,588;;;
120601;1900;1,90166;;;
120601;2000;1,441;;;
